sound,temperature,humidity,score
65,77,45,7.29
65,78,44,7.29
65,79,43,7.29
65,80,42,7.29
65,81,41,7.29
65,82,40,7.29
66,68,53,7.29
66,69,52,7.29
66,70,51,7.29
66,71,50,7.29
66,72,49,7.29
66,73,48,7.29
66,74,47,7.29
66,75,46,7.29
66,76,45,7.29
66,77,44,7.29
66,78,43,7.29
66,79,42,7.29
66,80,41,7.29
66,81,40,7.29
67,68,52,7.29
67,69,51,7.29
67,70,50,7.29
67,71,49,7.29
67,72,48,7.29
67,73,47,7.29
67,74,46,7.29
67,75,45,7.29
67,76,44,7.29
67,77,43,7.29
67,78,42,7.29
67,79,41,7.29
67,80,40,7.29
68,68,51,7.29
68,69,50,7.29
68,70,49,7.29
68,71,48,7.29
68,72,47,7.29
68,73,46,7.29
68,74,45,7.29
68,75,44,7.29
68,76,43,7.29
68,77,42,7.29
68,78,41,7.29
68,79,40,7.29
69,68,50,7.29
69,69,49,7.29
69,70,48,7.29
69,71,47,7.29
69,72,46,7.29
69,73,45,7.29
69,74,44,7.29
69,75,43,7.29
69,76,42,7.29
69,77,41,7.29
69,78,40,7.29
70,68,49,7.29
70,69,48,7.29
70,70,47,7.29
70,71,46,7.29
70,72,45,7.29
70,73,44,7.29
70,74,43,7.29
70,75,42,7.29
70,76,41,7.29
70,77,40,7.29
71,68,48,7.29
71,69,47,7.29
71,70,46,7.29
71,71,45,7.29
71,72,44,7.29
71,73,43,7.29
71,74,42,7.29
71,75,41,7.29
71,76,40,7.29
72,68,47,7.29
72,69,46,7.29
72,70,45,7.29
72,71,44,7.29
72,72,43,7.29
72,73,42,7.29
72,74,41,7.29
72,75,40,7.29
73,68,46,7.29
73,69,45,7.29
73,70,44,7.29
73,71,43,7.29
73,72,42,7.29
73,73,41,7.29
73,74,40,7.29
74,68,45,7.29
74,69,44,7.29
74,70,43,7.29
74,71,42,7.29
74,72,41,7.29
74,73,40,7.29
75,68,44,7.29
75,69,43,7.29
75,70,42,7.29
75,71,41,7.29
75,72,40,7.29
76,68,43,7.29
76,69,42,7.29
76,70,41,7.29
76,71,40,7.29
77,68,42,7.29
77,69,41,7.29
77,70,40,7.29
78,68,41,7.29
78,69,40,7.29
79,68,40,7.29
60,68,60,7.14
60,69,59,7.14
60,70,58,7.14
60,71,57,7.14
60,72,56,7.14
60,73,55,7.14
60,74,54,7.14
60,75,53,7.14
60,76,52,7.14
60,77,51,7.14
60,78,50,7.14
60,79,49,7.14
60,80,48,7.14
60,81,47,7.14
60,82,46,7.14
60,83,45,7.14
60,84,44,7.14
60,85,43,7.14
60,86,42,7.14
61,68,59,7.14
61,69,58,7.14
61,70,57,7.14
61,71,56,7.14
61,72,55,7.14
61,73,54,7.14
61,74,53,7.14
61,75,52,7.14
61,76,51,7.14
61,77,50,7.14
61,78,49,7.14
61,79,48,7.14
61,80,47,7.14
61,81,46,7.14
61,82,45,7.14
61,83,44,7.14
61,84,43,7.14
61,85,42,7.14
61,86,41,7.14
62,68,58,7.14
62,69,57,7.14
62,70,56,7.14
62,71,55,7.14
62,72,54,7.14
62,73,53,7.14
62,74,52,7.14
62,75,51,7.14
62,76,50,7.14
62,77,49,7.14
62,78,48,7.14
62,79,47,7.14
62,80,46,7.14
62,81,45,7.14
62,82,44,7.14
62,83,43,7.14
62,84,42,7.14
62,85,41,7.14
62,86,40,7.14
63,68,57,7.14
63,69,56,7.14
63,70,55,7.14
63,71,54,7.14
63,72,53,7.14
63,73,52,7.14
63,74,51,7.14
63,75,50,7.14
63,76,49,7.14
63,77,48,7.14
63,78,47,7.14
63,79,46,7.14
63,80,45,7.14
63,81,44,7.14
63,82,43,7.14
63,83,42,7.14
63,84,41,7.14
63,85,40,7.14
64,68,56,7.14
64,69,55,7.14
64,70,54,7.14
64,71,53,7.14
64,72,52,7.14
64,73,51,7.14
64,74,50,7.14
64,75,49,7.14
64,76,48,7.14
64,77,47,7.14
64,78,46,7.14
64,79,45,7.14
64,80,44,7.14
64,81,43,7.14
64,82,42,7.14
64,83,41,7.14
64,84,40,7.14
65,68,55,7.14
65,69,54,7.14
65,70,53,7.14
65,71,52,7.14
65,72,51,7.14
65,73,50,7.14
65,74,49,7.14
65,75,48,7.14
65,76,47,7.14
65,77,46,7.14
65,78,45,7.14
65,79,44,7.14
65,80,43,7.14
65,81,42,7.14
65,82,41,7.14
65,83,40,7.14
66,68,54,7.14
66,69,53,7.14
66,70,52,7.14
66,71,51,7.14
66,72,50,7.14
66,73,49,7.14
66,74,48,7.14
66,75,47,7.14
66,76,46,7.14
66,77,45,7.14
66,78,44,7.14
66,79,43,7.14
66,80,42,7.14
66,81,41,7.14
66,82,40,7.14
67,68,53,7.14
67,69,52,7.14
67,70,51,7.14
67,71,50,7.14
67,72,49,7.14
67,73,48,7.14
67,74,47,7.14
67,75,46,7.14
67,76,45,7.14
67,77,44,7.14
67,78,43,7.14
67,79,42,7.14
67,80,41,7.14
67,81,40,7.14
68,68,52,7.14
68,69,51,7.14
68,70,50,7.14
68,71,49,7.14
68,72,48,7.14
68,73,47,7.14
68,74,46,7.14
68,75,45,7.14
68,76,44,7.14
68,77,43,7.14
68,78,42,7.14
68,79,41,7.14
68,80,40,7.14
69,68,51,7.14
69,69,50,7.14
69,70,49,7.14
69,71,48,7.14
69,72,47,7.14
69,73,46,7.14
69,74,45,7.14
69,75,44,7.14
69,76,43,7.14
69,77,42,7.14
69,78,41,7.14
69,79,40,7.14
70,68,50,7.14
70,69,49,7.14
70,70,48,7.14
70,71,47,7.14
70,72,46,7.14
70,73,45,7.14
70,74,44,7.14
70,75,43,7.14
70,76,42,7.14
70,77,41,7.14
70,78,40,7.14
71,68,49,7.14
71,69,48,7.14
71,70,47,7.14
71,71,46,7.14
71,72,45,7.14
71,73,44,7.14
71,74,43,7.14
71,75,42,7.14
71,76,41,7.14
71,77,40,7.14
72,68,48,7.14
72,69,47,7.14
72,70,46,7.14
72,71,45,7.14
72,72,44,7.14
72,73,43,7.14
72,74,42,7.14
72,75,41,7.14
72,76,40,7.14
73,68,47,7.14
73,69,46,7.14
73,70,45,7.14
73,71,44,7.14
73,72,43,7.14
73,73,42,7.14
73,74,41,7.14
73,75,40,7.14
74,68,46,7.14
74,69,45,7.14
74,70,44,7.14
74,71,43,7.14
74,72,42,7.14
74,73,41,7.14
74,74,40,7.14
75,68,45,7.14
75,69,44,7.14
75,70,43,7.14
75,71,42,7.14
75,72,41,7.14
75,73,40,7.14
76,68,44,7.14
76,69,43,7.14
76,70,42,7.14
76,71,41,7.14
76,72,40,7.14
77,68,43,7.14
77,69,42,7.14
77,70,41,7.14
77,71,40,7.14
78,68,42,7.14
78,69,41,7.14
78,70,40,7.14
79,68,41,7.14
79,69,40,7.14
80,68,40,7.14
60,69,60,7
60,70,59,7
60,71,58,7
60,72,57,7
60,73,56,7
60,74,55,7
60,75,54,7
60,76,53,7
60,77,52,7
60,78,51,7
60,79,50,7
60,80,49,7
60,81,48,7
60,82,47,7
60,83,46,7
60,84,45,7
60,85,44,7
60,86,43,7
61,68,60,7
61,69,59,7
61,70,58,7
61,71,57,7
61,72,56,7
61,73,55,7
61,74,54,7
61,75,53,7
61,76,52,7
61,77,51,7
61,78,50,7
61,79,49,7
61,80,48,7
61,81,47,7
61,82,46,7
61,83,45,7
61,84,44,7
61,85,43,7
61,86,42,7
62,68,59,7
62,69,58,7
62,70,57,7
62,71,56,7
62,72,55,7
62,73,54,7
62,74,53,7
62,75,52,7
62,76,51,7
62,77,50,7
62,78,49,7
62,79,48,7
62,80,47,7
62,81,46,7
62,82,45,7
62,83,44,7
62,84,43,7
62,85,42,7
62,86,41,7
63,68,58,7
63,69,57,7
63,70,56,7
63,71,55,7
63,72,54,7
63,73,53,7
63,74,52,7
63,75,51,7
63,76,50,7
63,77,49,7
63,78,48,7
63,79,47,7
63,80,46,7
63,81,45,7
63,82,44,7
63,83,43,7
63,84,42,7
63,85,41,7
63,86,40,7
64,68,57,7
64,69,56,7
64,70,55,7
64,71,54,7
64,72,53,7
64,73,52,7
64,74,51,7
64,75,50,7
64,76,49,7
64,77,48,7
64,78,47,7
64,79,46,7
64,80,45,7
64,81,44,7
64,82,43,7
64,83,42,7
64,84,41,7
64,85,40,7
65,68,56,7
65,69,55,7
65,70,54,7
65,71,53,7
65,72,52,7
65,73,51,7
65,74,50,7
65,75,49,7
65,76,48,7
65,77,47,7
65,78,46,7
65,79,45,7
65,80,44,7
65,81,43,7
65,82,42,7
65,83,41,7
65,84,40,7
66,68,55,7
66,69,54,7
66,70,53,7
66,71,52,7
66,72,51,7
66,73,50,7
66,74,49,7
66,75,48,7
66,76,47,7
66,77,46,7
66,78,45,7
66,79,44,7
66,80,43,7
66,81,42,7
66,82,41,7
66,83,40,7
67,68,54,7
67,69,53,7
67,70,52,7
67,71,51,7
67,72,50,7
67,73,49,7
67,74,48,7
67,75,47,7
67,76,46,7
67,77,45,7
67,78,44,7
67,79,43,7
67,80,42,7
67,81,41,7
67,82,40,7
68,68,53,7
68,69,52,7
68,70,51,7
68,71,50,7
68,72,49,7
68,73,48,7
68,74,47,7
68,75,46,7
68,76,45,7
68,77,44,7
68,78,43,7
68,79,42,7
68,80,41,7
68,81,40,7
69,68,52,7
69,69,51,7
69,70,50,7
69,71,49,7
69,72,48,7
69,73,47,7
69,74,46,7
69,75,45,7
69,76,44,7
69,77,43,7
69,78,42,7
69,79,41,7
69,80,40,7
70,68,51,7
70,69,50,7
70,70,49,7
70,71,48,7
70,72,47,7
70,73,46,7
70,74,45,7
70,75,44,7
70,76,43,7
70,77,42,7
70,78,41,7
70,79,40,7
71,68,50,7
71,69,49,7
71,70,48,7
71,71,47,7
71,72,46,7
71,73,45,7
71,74,44,7
71,75,43,7
71,76,42,7
71,77,41,7
71,78,40,7
72,68,49,7
72,69,48,7
72,70,47,7
72,71,46,7
72,72,45,7
72,73,44,7
72,74,43,7
72,75,42,7
72,76,41,7
72,77,40,7
73,68,48,7
73,69,47,7
73,70,46,7
73,71,45,7
73,72,44,7
73,73,43,7
73,74,42,7
73,75,41,7
73,76,40,7
74,68,47,7
74,69,46,7
74,70,45,7
74,71,44,7
74,72,43,7
74,73,42,7
74,74,41,7
74,75,40,7
75,68,46,7
75,69,45,7
75,70,44,7
75,71,43,7
75,72,42,7
75,73,41,7
75,74,40,7
76,68,45,7
76,69,44,7
76,70,43,7
76,71,42,7
76,72,41,7
76,73,40,7
77,68,44,7
77,69,43,7
77,70,42,7
77,71,41,7
77,72,40,7
78,68,43,7
78,69,42,7
78,70,41,7
78,71,40,7
79,68,42,7
79,69,41,7
79,70,40,7
80,68,41,7
80,69,40,7
81,68,40,7
60,70,60,6.86
60,71,59,6.86
60,72,58,6.86
60,73,57,6.86
60,74,56,6.86
60,75,55,6.86
60,76,54,6.86
60,77,53,6.86
60,78,52,6.86
60,79,51,6.86
60,80,50,6.86
60,81,49,6.86
60,82,48,6.86
60,83,47,6.86
60,84,46,6.86
60,85,45,6.86
60,86,44,6.86
61,69,60,6.86
61,70,59,6.86
61,71,58,6.86
61,72,57,6.86
61,73,56,6.86
61,74,55,6.86
61,75,54,6.86
61,76,53,6.86
61,77,52,6.86
61,78,51,6.86
61,79,50,6.86
61,80,49,6.86
61,81,48,6.86
61,82,47,6.86
61,83,46,6.86
61,84,45,6.86
61,85,44,6.86
61,86,43,6.86
62,68,60,6.86
62,69,59,6.86
62,70,58,6.86
62,71,57,6.86
62,72,56,6.86
62,73,55,6.86
62,74,54,6.86
62,75,53,6.86
62,76,52,6.86
62,77,51,6.86
62,78,50,6.86
62,79,49,6.86
62,80,48,6.86
62,81,47,6.86
62,82,46,6.86
62,83,45,6.86
62,84,44,6.86
62,85,43,6.86
62,86,42,6.86
63,68,59,6.86
63,69,58,6.86
63,70,57,6.86
63,71,56,6.86
63,72,55,6.86
63,73,54,6.86
63,74,53,6.86
63,75,52,6.86
63,76,51,6.86
63,77,50,6.86
63,78,49,6.86
63,79,48,6.86
63,80,47,6.86
63,81,46,6.86
63,82,45,6.86
63,83,44,6.86
63,84,43,6.86
63,85,42,6.86
63,86,41,6.86
64,68,58,6.86
64,69,57,6.86
64,70,56,6.86
64,71,55,6.86
64,72,54,6.86
64,73,53,6.86
64,74,52,6.86
64,75,51,6.86
64,76,50,6.86
64,77,49,6.86
64,78,48,6.86
64,79,47,6.86
64,80,46,6.86
64,81,45,6.86
64,82,44,6.86
64,83,43,6.86
64,84,42,6.86
64,85,41,6.86
64,86,40,6.86
65,68,57,6.86
65,69,56,6.86
65,70,55,6.86
65,71,54,6.86
65,72,53,6.86
65,73,52,6.86
65,74,51,6.86
65,75,50,6.86
65,76,49,6.86
65,77,48,6.86
65,78,47,6.86
65,79,46,6.86
65,80,45,6.86
65,81,44,6.86
65,82,43,6.86
65,83,42,6.86
65,84,41,6.86
65,85,40,6.86
66,68,56,6.86
66,69,55,6.86
66,70,54,6.86
66,71,53,6.86
66,72,52,6.86
66,73,51,6.86
66,74,50,6.86
66,75,49,6.86
66,76,48,6.86
66,77,47,6.86
66,78,46,6.86
66,79,45,6.86
66,80,44,6.86
66,81,43,6.86
66,82,42,6.86
66,83,41,6.86
66,84,40,6.86
67,68,55,6.86
67,69,54,6.86
67,70,53,6.86
67,71,52,6.86
67,72,51,6.86
67,73,50,6.86
67,74,49,6.86
67,75,48,6.86
67,76,47,6.86
67,77,46,6.86
67,78,45,6.86
67,79,44,6.86
67,80,43,6.86
67,81,42,6.86
67,82,41,6.86
67,83,40,6.86
68,68,54,6.86
68,69,53,6.86
68,70,52,6.86
68,71,51,6.86
68,72,50,6.86
68,73,49,6.86
68,74,48,6.86
68,75,47,6.86
68,76,46,6.86
68,77,45,6.86
68,78,44,6.86
68,79,43,6.86
68,80,42,6.86
68,81,41,6.86
68,82,40,6.86
69,68,53,6.86
69,69,52,6.86
69,70,51,6.86
69,71,50,6.86
69,72,49,6.86
69,73,48,6.86
69,74,47,6.86
69,75,46,6.86
69,76,45,6.86
69,77,44,6.86
69,78,43,6.86
69,79,42,6.86
69,80,41,6.86
69,81,40,6.86
70,68,52,6.86
70,69,51,6.86
70,70,50,6.86
70,71,49,6.86
70,72,48,6.86
70,73,47,6.86
70,74,46,6.86
70,75,45,6.86
70,76,44,6.86
70,77,43,6.86
70,78,42,6.86
70,79,41,6.86
70,80,40,6.86
71,68,51,6.86
71,69,50,6.86
71,70,49,6.86
71,71,48,6.86
71,72,47,6.86
71,73,46,6.86
71,74,45,6.86
71,75,44,6.86
71,76,43,6.86
71,77,42,6.86
71,78,41,6.86
71,79,40,6.86
72,68,50,6.86
72,69,49,6.86
72,70,48,6.86
72,71,47,6.86
72,72,46,6.86
72,73,45,6.86
72,74,44,6.86
72,75,43,6.86
72,76,42,6.86
72,77,41,6.86
72,78,40,6.86
73,68,49,6.86
73,69,48,6.86
73,70,47,6.86
73,71,46,6.86
73,72,45,6.86
73,73,44,6.86
73,74,43,6.86
73,75,42,6.86
73,76,41,6.86
73,77,40,6.86
74,68,48,6.86
74,69,47,6.86
74,70,46,6.86
74,71,45,6.86
74,72,44,6.86
74,73,43,6.86
74,74,42,6.86
74,75,41,6.86
74,76,40,6.86
75,68,47,6.86
75,69,46,6.86
75,70,45,6.86
75,71,44,6.86
75,72,43,6.86
75,73,42,6.86
75,74,41,6.86
75,75,40,6.86
76,68,46,6.86
76,69,45,6.86
76,70,44,6.86
76,71,43,6.86
76,72,42,6.86
76,73,41,6.86
76,74,40,6.86
77,68,45,6.86
77,69,44,6.86
77,70,43,6.86
77,71,42,6.86
77,72,41,6.86
77,73,40,6.86
78,68,44,6.86
78,69,43,6.86
78,70,42,6.86
78,71,41,6.86
78,72,40,6.86
79,68,43,6.86
79,69,42,6.86
79,70,41,6.86
79,71,40,6.86
80,68,42,6.86
80,69,41,6.86
80,70,40,6.86
81,68,41,6.86
81,69,40,6.86
82,68,40,6.86
60,71,60,6.71
60,72,59,6.71
60,73,58,6.71
60,74,57,6.71
60,75,56,6.71
60,76,55,6.71
60,77,54,6.71
60,78,53,6.71
60,79,52,6.71
60,80,51,6.71
60,81,50,6.71
60,82,49,6.71
60,83,48,6.71
60,84,47,6.71
60,85,46,6.71
60,86,45,6.71
61,70,60,6.71
61,71,59,6.71
61,72,58,6.71
61,73,57,6.71
61,74,56,6.71
61,75,55,6.71
61,76,54,6.71
61,77,53,6.71
61,78,52,6.71
61,79,51,6.71
61,80,50,6.71
61,81,49,6.71
61,82,48,6.71
61,83,47,6.71
61,84,46,6.71
61,85,45,6.71
61,86,44,6.71
62,69,60,6.71
62,70,59,6.71
62,71,58,6.71
62,72,57,6.71
62,73,56,6.71
62,74,55,6.71
62,75,54,6.71
62,76,53,6.71
62,77,52,6.71
62,78,51,6.71
62,79,50,6.71
62,80,49,6.71
62,81,48,6.71
62,82,47,6.71
62,83,46,6.71
62,84,45,6.71
62,85,44,6.71
62,86,43,6.71
63,68,60,6.71
63,69,59,6.71
63,70,58,6.71
63,71,57,6.71
63,72,56,6.71
63,73,55,6.71
63,74,54,6.71
63,75,53,6.71
63,76,52,6.71
63,77,51,6.71
63,78,50,6.71
63,79,49,6.71
63,80,48,6.71
63,81,47,6.71
63,82,46,6.71
63,83,45,6.71
63,84,44,6.71
63,85,43,6.71
63,86,42,6.71
64,68,59,6.71
64,69,58,6.71
64,70,57,6.71
64,71,56,6.71
64,72,55,6.71
64,73,54,6.71
64,74,53,6.71
64,75,52,6.71
64,76,51,6.71
64,77,50,6.71
64,78,49,6.71
64,79,48,6.71
64,80,47,6.71
64,81,46,6.71
64,82,45,6.71
64,83,44,6.71
64,84,43,6.71
64,85,42,6.71
64,86,41,6.71
65,68,58,6.71
65,69,57,6.71
65,70,56,6.71
65,71,55,6.71
65,72,54,6.71
65,73,53,6.71
65,74,52,6.71
65,75,51,6.71
65,76,50,6.71
65,77,49,6.71
65,78,48,6.71
65,79,47,6.71
65,80,46,6.71
65,81,45,6.71
65,82,44,6.71
65,83,43,6.71
65,84,42,6.71
65,85,41,6.71
65,86,40,6.71
66,68,57,6.71
66,69,56,6.71
66,70,55,6.71
66,71,54,6.71
66,72,53,6.71
66,73,52,6.71
66,74,51,6.71
66,75,50,6.71
66,76,49,6.71
66,77,48,6.71
66,78,47,6.71
66,79,46,6.71
66,80,45,6.71
66,81,44,6.71
66,82,43,6.71
66,83,42,6.71
66,84,41,6.71
66,85,40,6.71
67,68,56,6.71
67,69,55,6.71
67,70,54,6.71
67,71,53,6.71
67,72,52,6.71
67,73,51,6.71
67,74,50,6.71
67,75,49,6.71
67,76,48,6.71
67,77,47,6.71
67,78,46,6.71
67,79,45,6.71
67,80,44,6.71
67,81,43,6.71
67,82,42,6.71
67,83,41,6.71
67,84,40,6.71
68,68,55,6.71
68,69,54,6.71
68,70,53,6.71
68,71,52,6.71
68,72,51,6.71
68,73,50,6.71
68,74,49,6.71
68,75,48,6.71
68,76,47,6.71
68,77,46,6.71
68,78,45,6.71
68,79,44,6.71
68,80,43,6.71
68,81,42,6.71
68,82,41,6.71
68,83,40,6.71
69,68,54,6.71
69,69,53,6.71
69,70,52,6.71
69,71,51,6.71
69,72,50,6.71
69,73,49,6.71
69,74,48,6.71
69,75,47,6.71
69,76,46,6.71
69,77,45,6.71
69,78,44,6.71
69,79,43,6.71
69,80,42,6.71
69,81,41,6.71
69,82,40,6.71
70,68,53,6.71
70,69,52,6.71
70,70,51,6.71
70,71,50,6.71
70,72,49,6.71
70,73,48,6.71
70,74,47,6.71
70,75,46,6.71
70,76,45,6.71
70,77,44,6.71
70,78,43,6.71
70,79,42,6.71
70,80,41,6.71
70,81,40,6.71
71,68,52,6.71
71,69,51,6.71
71,70,50,6.71
71,71,49,6.71
71,72,48,6.71
71,73,47,6.71
71,74,46,6.71
71,75,45,6.71
71,76,44,6.71
71,77,43,6.71
71,78,42,6.71
71,79,41,6.71
71,80,40,6.71
72,68,51,6.71
72,69,50,6.71
72,70,49,6.71
72,71,48,6.71
72,72,47,6.71
72,73,46,6.71
72,74,45,6.71
72,75,44,6.71
72,76,43,6.71
72,77,42,6.71
72,78,41,6.71
72,79,40,6.71
73,68,50,6.71
73,69,49,6.71
73,70,48,6.71
73,71,47,6.71
73,72,46,6.71
73,73,45,6.71
73,74,44,6.71
73,75,43,6.71
73,76,42,6.71
73,77,41,6.71
73,78,40,6.71
74,68,49,6.71
74,69,48,6.71
74,70,47,6.71
74,71,46,6.71
74,72,45,6.71
74,73,44,6.71
74,74,43,6.71
74,75,42,6.71
74,76,41,6.71
74,77,40,6.71
75,68,48,6.71
75,69,47,6.71
75,70,46,6.71
75,71,45,6.71
75,72,44,6.71
75,73,43,6.71
75,74,42,6.71
75,75,41,6.71
75,76,40,6.71
76,68,47,6.71
76,69,46,6.71
76,70,45,6.71
76,71,44,6.71
76,72,43,6.71
76,73,42,6.71
76,74,41,6.71
76,75,40,6.71
77,68,46,6.71
77,69,45,6.71
77,70,44,6.71
77,71,43,6.71
77,72,42,6.71
77,73,41,6.71
77,74,40,6.71
78,68,45,6.71
78,69,44,6.71
78,70,43,6.71
78,71,42,6.71
78,72,41,6.71
78,73,40,6.71
79,68,44,6.71
79,69,43,6.71
79,70,42,6.71
79,71,41,6.71
79,72,40,6.71
80,68,43,6.71
80,69,42,6.71
80,70,41,6.71
80,71,40,6.71
81,68,42,6.71
81,69,41,6.71
81,70,40,6.71
82,68,41,6.71
82,69,40,6.71
83,68,40,6.71
60,72,60,6.57
60,73,59,6.57
60,74,58,6.57
60,75,57,6.57
60,76,56,6.57
60,77,55,6.57
60,78,54,6.57
60,79,53,6.57
60,80,52,6.57
60,81,51,6.57
60,82,50,6.57
60,83,49,6.57
60,84,48,6.57
60,85,47,6.57
60,86,46,6.57
61,71,60,6.57
61,72,59,6.57
61,73,58,6.57
61,74,57,6.57
61,75,56,6.57
61,76,55,6.57
61,77,54,6.57
61,78,53,6.57
61,79,52,6.57
61,80,51,6.57
61,81,50,6.57
61,82,49,6.57
61,83,48,6.57
61,84,47,6.57
61,85,46,6.57
61,86,45,6.57
62,70,60,6.57
62,71,59,6.57
62,72,58,6.57
62,73,57,6.57
62,74,56,6.57
62,75,55,6.57
62,76,54,6.57
62,77,53,6.57
62,78,52,6.57
62,79,51,6.57
62,80,50,6.57
62,81,49,6.57
62,82,48,6.57
62,83,47,6.57
62,84,46,6.57
62,85,45,6.57
62,86,44,6.57
63,69,60,6.57
63,70,59,6.57
63,71,58,6.57
63,72,57,6.57
63,73,56,6.57
63,74,55,6.57
63,75,54,6.57
63,76,53,6.57
63,77,52,6.57
63,78,51,6.57
63,79,50,6.57
63,80,49,6.57
63,81,48,6.57
63,82,47,6.57
63,83,46,6.57
63,84,45,6.57
63,85,44,6.57
63,86,43,6.57
64,68,60,6.57
64,69,59,6.57
64,70,58,6.57
64,71,57,6.57
64,72,56,6.57
64,73,55,6.57
64,74,54,6.57
64,75,53,6.57
64,76,52,6.57
64,77,51,6.57
64,78,50,6.57
64,79,49,6.57
64,80,48,6.57
64,81,47,6.57
64,82,46,6.57
64,83,45,6.57
64,84,44,6.57
64,85,43,6.57
64,86,42,6.57
65,68,59,6.57
65,69,58,6.57
65,70,57,6.57
65,71,56,6.57
65,72,55,6.57
65,73,54,6.57
65,74,53,6.57
65,75,52,6.57
65,76,51,6.57
65,77,50,6.57
65,78,49,6.57
65,79,48,6.57
65,80,47,6.57
65,81,46,6.57
65,82,45,6.57
65,83,44,6.57
65,84,43,6.57
65,85,42,6.57
65,86,41,6.57
66,68,58,6.57
66,69,57,6.57
66,70,56,6.57
66,71,55,6.57
66,72,54,6.57
66,73,53,6.57
66,74,52,6.57
66,75,51,6.57
66,76,50,6.57
66,77,49,6.57
66,78,48,6.57
66,79,47,6.57
66,80,46,6.57
66,81,45,6.57
66,82,44,6.57
66,83,43,6.57
66,84,42,6.57
66,85,41,6.57
66,86,40,6.57
67,68,57,6.57
67,69,56,6.57
67,70,55,6.57
67,71,54,6.57
67,72,53,6.57
67,73,52,6.57
67,74,51,6.57
67,75,50,6.57
67,76,49,6.57
67,77,48,6.57
67,78,47,6.57
67,79,46,6.57
67,80,45,6.57
67,81,44,6.57
67,82,43,6.57
67,83,42,6.57
67,84,41,6.57
67,85,40,6.57
68,68,56,6.57
68,69,55,6.57
68,70,54,6.57
68,71,53,6.57
68,72,52,6.57
68,73,51,6.57
68,74,50,6.57
68,75,49,6.57
68,76,48,6.57
68,77,47,6.57
68,78,46,6.57
68,79,45,6.57
68,80,44,6.57
68,81,43,6.57
68,82,42,6.57
68,83,41,6.57
68,84,40,6.57
69,68,55,6.57
69,69,54,6.57
69,70,53,6.57
69,71,52,6.57
69,72,51,6.57
69,73,50,6.57
69,74,49,6.57
69,75,48,6.57
69,76,47,6.57
69,77,46,6.57
69,78,45,6.57
69,79,44,6.57
69,80,43,6.57
69,81,42,6.57
69,82,41,6.57
69,83,40,6.57
70,68,54,6.57
70,69,53,6.57
70,70,52,6.57
70,71,51,6.57
70,72,50,6.57
70,73,49,6.57
70,74,48,6.57
70,75,47,6.57
70,76,46,6.57
70,77,45,6.57
70,78,44,6.57
70,79,43,6.57
70,80,42,6.57
70,81,41,6.57
70,82,40,6.57
71,68,53,6.57
71,69,52,6.57
71,70,51,6.57
71,71,50,6.57
71,72,49,6.57
71,73,48,6.57
71,74,47,6.57
71,75,46,6.57
71,76,45,6.57
71,77,44,6.57
71,78,43,6.57
71,79,42,6.57
71,80,41,6.57
71,81,40,6.57
72,68,52,6.57
72,69,51,6.57
72,70,50,6.57
72,71,49,6.57
72,72,48,6.57
72,73,47,6.57
72,74,46,6.57
72,75,45,6.57
72,76,44,6.57
72,77,43,6.57
72,78,42,6.57
72,79,41,6.57
72,80,40,6.57
73,68,51,6.57
73,69,50,6.57
73,70,49,6.57
73,71,48,6.57
73,72,47,6.57
73,73,46,6.57
73,74,45,6.57
73,75,44,6.57
73,76,43,6.57
73,77,42,6.57
73,78,41,6.57
73,79,40,6.57
74,68,50,6.57
74,69,49,6.57
74,70,48,6.57
74,71,47,6.57
74,72,46,6.57
74,73,45,6.57
74,74,44,6.57
74,75,43,6.57
74,76,42,6.57
74,77,41,6.57
74,78,40,6.57
75,68,49,6.57
75,69,48,6.57
75,70,47,6.57
75,71,46,6.57
75,72,45,6.57
75,73,44,6.57
75,74,43,6.57
75,75,42,6.57
75,76,41,6.57
75,77,40,6.57
76,68,48,6.57
76,69,47,6.57
76,70,46,6.57
76,71,45,6.57
76,72,44,6.57
76,73,43,6.57
76,74,42,6.57
76,75,41,6.57
76,76,40,6.57
77,68,47,6.57
77,69,46,6.57
77,70,45,6.57
77,71,44,6.57
77,72,43,6.57
77,73,42,6.57
77,74,41,6.57
77,75,40,6.57
78,68,46,6.57
78,69,45,6.57
78,70,44,6.57
78,71,43,6.57
78,72,42,6.57
78,73,41,6.57
78,74,40,6.57
79,68,45,6.57
79,69,44,6.57
79,70,43,6.57
79,71,42,6.57
79,72,41,6.57
79,73,40,6.57
80,68,44,6.57
80,69,43,6.57
80,70,42,6.57
80,71,41,6.57
80,72,40,6.57
81,68,43,6.57
81,69,42,6.57
81,70,41,6.57
81,71,40,6.57
82,68,42,6.57
82,69,41,6.57
82,70,40,6.57
83,68,41,6.57
83,69,40,6.57
84,68,40,6.57
60,73,60,6.43
60,74,59,6.43
60,75,58,6.43
60,76,57,6.43
60,77,56,6.43
60,78,55,6.43
60,79,54,6.43
60,80,53,6.43
60,81,52,6.43
60,82,51,6.43
60,83,50,6.43
60,84,49,6.43
60,85,48,6.43
60,86,47,6.43
61,72,60,6.43
61,73,59,6.43
61,74,58,6.43
61,75,57,6.43
61,76,56,6.43
61,77,55,6.43
61,78,54,6.43
61,79,53,6.43
61,80,52,6.43
61,81,51,6.43
61,82,50,6.43
61,83,49,6.43
